0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
BAHAMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,291,283,285,281,278,280,286,277,312,316,304,313,308,310,322,312,312,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Number of rooms,Number of rooms,Number of rooms,Units,,13421,13300,13368,14243,14153,14701,15195,15145,15393,15508,14800,14929,16335,16297,15276,15236,15153,14693,14836,15300,14727,14804,16134,17028,17627,15960,15960,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,26842,26600,26736,28486,28306,29402,30390,30290,30786,31016,29600,29858,32670,32594,30552,30472,30306,29386,29672,30600,29454,29608,32268,34056,35254,31920,31920,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,66.50,66.40,69.40,70.30,68.60,67.20,60.50,62.00,59.20,66.40,70.40,68.40,60.90,54.10,49.40,51.50,53.70,58.00,51.90,56.00,58.64,57.94,56.07,57.40,61.60,42.20,39.30,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,4.72,..,..,..,..,4.37,4.41,4.43,4.47,4.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels,  apartments, cottages and villas - Licensed properties only."
BAHRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Classified hotels  only.
,,Number of establishments,Number of establishments,Number of establishments,Units,,51,58,65,71,73,79,83,83,90,..,99,95,100,101,97,100,101,104,106,109,111,119,239,305,279,219,233,1/ Classified hotels  only.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,4710,4946,5148,6100,6202,6766,7368,7368,7880,7824,..,7426,..,8459,8367,8381,10694,11848,13369,13250,13823,14928,16573,14874,15000,15886,16375,1/ Classified hotels  only.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,6194,6601,6511,8068,8393,9002,10314,10314,10759,..,..,..,..,..,..,..,13315,14298,15501,17949,20153,21181,23403,25712,25846,24018,24945,1/ Classified hotels  only.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,57.80,60.50,..,..,33.40,39.00,41.00,45.00,46.00,40.00,44.00,45.00,49.00,23.00,29.00,1/ Classified hotels  only.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,63.14,49.13,47.97,55.34,55.79,53.72,44.68,54.78,56.30,57.40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Classified hotels  only.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,1.90,2.10,1.90,1.80,1.89,1.59,1.55,1.47,1.75,1.69,1.98,1.95,2.02,2.30,3.10,1/ Classified hotels  only.
BANGLADESH,BANGLADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,4085,4166,4249,4461,4500,4550,4550,4550,4565,4575,4590,4590,4830,4890,3026,3026,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,8224,8386,8552,9407,9502,9789,9789,9789,10165,10435,10557,10557,11037,11173,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,43.00,39.52,45.00,41.97,42.00,49.10,41.61,39.00,38.00,32.00,38.63,43.76,42.31,40.92,51.87,51.21,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
BARBADOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,5084,6315,5349,5752,5810,6456,6781,6742,6210,5945,6353,6403,6300,6984,6917,6659,6659,6775,6249,6324,6381,6528,6514,6657,6573,6626,6564,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,10229,11432,10283,11661,11006,12240,13176,13050,10770,11237,12417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,57.90,60.60,57.20,58.60,57.90,56.90,51.10,42.50,49.90,49.70,54.00,52.80,56.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,55.50,53.00,57.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,6.90,7.20,6.60,6.60,6.90,7.60,7.30,7.20,6.80,6.80,7.40,7.20,7.40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, apartment  hotels, apartments and cottages, guest houses."
BELARUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,262,269,259,257,262,288,287,286,291,307,315,335,363,451,477,487,536,547,584,601,604,615,623,601,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,13960,14381,13841,13405,12534,12724,12894,12946,13292,13743,13876,14591,15200,15907,15786,16613,19545,20157,20621,20810,20590,20585,20319,19835,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,24920,25533,26189,25397,23137,23602,23648,23504,24095,24616,24437,25689,26673,28957,28452,29908,35424,36951,38613,38632,38444,38913,38680,37654,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,73.96,77.03,79.07,74.96,65.11,70.75,74.20,82.61,89.40,90.31,91.07,81.07,79.27,75.45,78.10,74.51,61.82,52.68,50.86,53.20,57.49,60.79,35.90,48.20,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,41.43,43.39,41.79,39.57,35.27,38.14,40.46,45.50,49.32,50.42,51.71,46.05,45.17,41.45,43.33,41.39,34.11,28.74,27.16,28.60,30.79,32.24,18.86,25.40,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,2.63,2.68,2.77,2.76,2.78,2.71,2.77,2.93,3.00,3.04,2.99,2.91,2.69,2.52,2.47,2.50,2.54,2.41,2.25,2.24,2.15,2.20,2.49,2.37,
BELGIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Hotels, holiday  villages and bed and breakfast."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,2022,2027,1990,1987,1983,1993,1961,2008,1976,2001,1974,2028,2077,2069,2095,2196,2149,3216,3398,3987,3830,3953,4099,4170,4077,3925,3652,"1/ Hotels, holiday  villages and bed and breakfast."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,59719,60948,61052,60368,60419,61890,61769,62686,63220,64004,66568,67811,67719,67910,68708,70932,70531,72379,73886,79089,75378,76440,76941,78954,79469,78555,77031,"1/ Hotels, holiday  villages and bed and breakfast."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,154709,157265,158982,155878,155274,158599,158676,161510,163688,169613,168443,172883,172035,170914,170904,175247,174545,176693,181231,211419,189838,190515,191254,199265,201153,197194,198182,"1/ Hotels, holiday  villages and bed and breakfast."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, holiday  villages and bed and breakfast."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, holiday  villages and bed and breakfast."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Hotels, holiday  villages and bed and breakfast."
BELIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,362,360,383,408,390,391,418,437,466,510,557,561,591,620,651,664,716,723,757,805,850,861,856,929,987,924,786,
,,Number of rooms,Number of rooms,Number of rooms,Units,,3708,3690,3905,3921,3963,4106,4463,4705,5050,5139,5593,5789,6200,6539,6671,6849,7111,6932,7377,7364,7619,8212,8177,8435,8853,8578,7859,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,6137,6111,6425,6617,6810,7045,7187,7902,8166,8722,9327,9651,10502,11013,11499,11694,12113,12058,13015,12804,13211,12932,13446,14094,14225,13519,11658,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,29.50,26.90,27.10,29.90,31.40,41.70,44.80,40.10,43.10,41.80,42.10,42.90,44.31,41.10,34.10,34.90,39.60,42.06,46.50,45.91,42.77,36.95,39.00,38.10,36.47,10.60,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,5.00,..,..,..,7.10,7.60,7.60,7.60,6.80,6.80,..,7.72,7.72,8.39,7.27,7.32,7.23,6.99,7.36,6.69,6.58,6.18,5.77,6.28,6.10,6.26,..,
BENIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,773,796,812,836,861,891,935,982,1031,1082,1137,1193,1253,1315,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,..,2764,2733,..,..,..,..,..,6942,..,..,10500,11025,11576,12155,12763,13401,14071,14775,15513,16289,17104,17959,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,5528,5040,..,..,..,..,..,13884,22403,23523,24699,25934,27231,28593,30022,31524,33100,34755,36493,38317,40233,42245,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,54.22,58.67,23.75,24.83,25.06,27.32,28.27,27.33,27.31,27.52,27.32,27.69,27.31,27.32,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,32.42,34.00,36.00,33.00,10.63,11.00,..,..,..,..,..,33.00,6.87,8.21,10.10,10.55,10.66,11.61,12.52,11.61,11.77,11.77,11.77,11.77,11.61,11.61,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,2.05,1.79,..,..,..,..,..,2.55,2.93,3.75,4.79,5.00,5.06,5.51,5.94,5.51,5.51,5.51,5.51,5.51,5.51,5.51,..,
BERMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,54,52,50,48,48,47,45,43,42,42,41,41,41,41,
,,Number of rooms,Number of rooms,Number of rooms,Units,,4141,4152,4135,3857,3276,3339,3337,3251,3100,2921,3067,3011,2766,2736,2832,2691,2591,2531,2538,2415,2372,2334,2409,2404,2434,2352,2438,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,7915,6523,6293,5888,6167,6065,5590,5538,5820,5693,5401,5243,5265,5018,4894,4872,5065,5113,5272,5018,4884,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,58.30,57.00,58.40,60.00,59.60,61.60,51.90,55.01,54.50,62.40,56.90,63.80,67.10,59.10,51.10,54.00,56.00,56.00,56.37,53.44,52.50,57.80,63.10,63.70,61.00,24.10,37.10,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,5.17,5.26,..,..,6.00,6.50,6.20,6.40,6.40,6.50,4.88,5.00,4.84,4.94,4.90,4.90,..,..,..,..,..,..,..,..,..,
BHUTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,..,..,..,..,..,..,..,..,..,..,..,..,93,132,143,119,128,123,123,139,93,116,124,136,160,173,182,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,..,..,..,..,..,1215,1215,1239,1239,1239,1436,1532,1860,2004,2385,2454,2805,2749,2805,3204,2463,3292,3449,3721,4335,4532,4738,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,..,..,..,..,..,2153,2153,2366,2366,2366,2636,2746,3320,3531,4183,4868,5572,5464,5572,6380,4925,6029,6629,7167,7777,8394,8762,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,50.34,..,25.00,25.00,25.00,25.00,26.50,12.40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ From 2015: only 5,  4 and 3 star hotels."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,7.00,..,8.00,8.00,8.00,8.50,8.00,7.90,7.80,7.60,7.60,7.50,..,..,..,..,..,..,..,..,..,..,"1/ From 2015: only 5,  4 and 3 star hotels."
"BOLIVIA,  PLURINATIONAL STATE OF","BOLIVIA,  PLURINATIONAL STATE OF","BOLIVIA,  PLURINATIONAL STATE OF","BOLIVIA,  PLURINATIONAL STATE OF","BOLIVIA,  PLURINATIONAL STATE OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Department capital  cities only.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,554,578,605,646,658,691,734,832,915,950,1049,1013,1001,1023,1047,1063,1072,1148,1177,1293,1381,1420,1453,1476,1489,1229,1270,1/ Department capital  cities only.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,13744,14342,14260,15126,15497,15795,16810,18463,19800,20862,21999,21791,21617,21943,22006,22634,22772,25399,26190,28256,29809,30461,30960,31442,31722,25603,26667,1/ Department capital  cities only.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,23809,24383,23649,25449,26176,26852,28707,30171,32087,33388,36242,35641,35283,35760,36269,36613,36801,41701,42923,46216,48719,49682,50421,51179,51662,42034,43893,1/ Department capital  cities only.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Department capital  cities only.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,28.40,29.10,29.70,28.30,26.10,23.60,23.10,20.60,20.80,21.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Department capital  cities only.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,2.80,2.30,2.30,2.30,2.20,2.20,2.11,2.04,2.11,2.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Department capital  cities only.
BONAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,55,63,83,83,82,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1052,1128,1069,1086,989,1050,1001,1070,..,1175,1172,1157,1258,1256,1246,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,3188,2875,3013,3007,..,2963,2907,3069,3337,3258,3256,3758,3837,3836,3972,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
